order_id,customer_id,restaurant_id,order_item,order_date,order_time,order_status,total_amount
O634,C12,R19,Cinnamon Rolls,6/23/2025,6:58:00 AM,Not fulfilled,20
O635,C13,R20,Cinnamon Rolls,12/14/2025,8:10:00 PM,completed,12.2
O636,C14,R21,Cinnamon Rolls,9/29/2025,1:32:00 PM,Not fulfilled,40.3
O637,C15,R22,Cinnamon Rolls,4/28/2026,4:50:00 AM,Not fulfilled,41.1
O638,C1,R23,Cinnamon Rolls,8/11/2025,8:33:00 PM,completed,42.9
O639,C2,R24,Cinnamon Rolls,7/17/2025,1:47:00 PM,Not fulfilled,5.8
O640,C3,R25,Cinnamon Rolls,12/9/2025,12:37:00 AM,completed,10.1
O641,C1,R16,Cinnamon Rolls,7/14/2025,1:35:00 AM,completed,48.7
O642,C2,R17,Cinnamon Rolls,8/24/2025,7:14:00 PM,completed,24.8
O643,C3,R18,Cinnamon Rolls,8/6/2025,7:41:00 AM,Not fulfilled,41.1
O644,C4,R19,Cinnamon Rolls,6/17/2025,9:24:00 AM,Not fulfilled,37.6
O645,C5,R20,Cinnamon Rolls,1/19/2026,11:29:00 AM,completed,46.3
O646,C6,R21,Cinnamon Rolls,3/17/2026,12:45:00 PM,completed,35.3
O647,C7,R22,Cinnamon Rolls,7/26/2025,1:41:00 PM,Not fulfilled,13.5
O648,C8,R23,Cinnamon Rolls,8/18/2025,7:29:00 PM,Not fulfilled,21.2
O649,C9,R24,Cinnamon Rolls,10/13/2025,1:12:00 PM,completed,11.6
O650,C10,R25,Cinnamon Rolls,5/7/2026,1:01:00 AM,completed,25.1
O651,C11,R15,Cinnamon Rolls,2/5/2026,11:17:00 AM,completed,45.3
O652,C12,R16,Cinnamon Rolls,4/13/2026,1:38:00 PM,completed,39.2
O653,C13,R17,Cinnamon Rolls,11/25/2025,2:12:00 PM,Not fulfilled,8.2
O654,C14,R18,Cinnamon Rolls,4/21/2026,10:12:00 PM,Not fulfilled,6.4
O655,C15,R19,Cinnamon Rolls,5/19/2026,1:20:00 PM,Not fulfilled,46.7
O656,C16,R20,Cinnamon Rolls,1/4/2026,9:18:00 AM,Not fulfilled,5.8
O657,C17,R21,Cinnamon Rolls,11/7/2025,6:43:00 PM,Not fulfilled,12.6
O658,C18,R22,Cinnamon Rolls,8/1/2025,1:31:00 PM,Not fulfilled,17.2
O659,C19,R23,Cinnamon Rolls,5/25/2026,3:30:00 PM,completed,46.3
O660,C20,R24,Cinnamon Rolls,3/23/2026,5:51:00 AM,Not fulfilled,7.5
O661,C1,R25,Cinnamon Rolls,5/4/2026,12:11:00 AM,Not fulfilled,38.3
O662,C2,R15,Cinnamon Rolls,8/20/2025,2:00:00 AM,Not fulfilled,28.2
O663,C3,R16,Cinnamon Rolls,8/7/2025,3:02:00 AM,completed,40.9
O664,C4,R17,Cinnamon Rolls,3/6/2026,4:21:00 AM,completed,37.8
O665,C5,R18,Cinnamon Rolls,5/6/2026,2:45:00 PM,Not fulfilled,23.7
O666,C6,R19,Cinnamon Rolls,7/4/2025,11:38:00 PM,Not fulfilled,13
O667,C7,R20,Cinnamon Rolls,10/19/2025,2:18:00 PM,Not fulfilled,10.4
O668,C8,R21,Cinnamon Rolls,5/28/2026,9:15:00 AM,completed,30.8
O669,C9,R22,Cinnamon Rolls,6/12/2025,7:35:00 AM,Not fulfilled,27.6
O670,C10,R23,Cinnamon Rolls,5/28/2026,9:19:00 AM,completed,16.4
O671,C11,R24,Cinnamon Rolls,8/5/2025,7:02:00 AM,Not fulfilled,35.9
O672,C12,R25,Cinnamon Rolls,11/14/2025,6:36:00 AM,Not fulfilled,28.7
O673,C13,R15,Cinnamon Rolls,10/4/2025,1:24:00 AM,completed,35.4
O674,C14,R16,Cinnamon Rolls,5/6/2026,3:06:00 AM,completed,35.4
O675,C15,R17,Cinnamon Rolls,1/28/2026,11:07:00 AM,Not fulfilled,20.5
O676,C16,R18,Cinnamon Rolls,3/10/2026,1:21:00 PM,completed,27
O677,C17,R19,Cinnamon Rolls,2/22/2026,11:20:00 PM,Not fulfilled,34.6
O678,C18,R20,Cinnamon Rolls,9/14/2025,12:30:00 AM,Not fulfilled,17.7
O679,C19,R21,Cinnamon Rolls,7/31/2025,12:02:00 PM,completed,45.9
O680,C20,R22,Cinnamon Rolls,10/3/2025,8:51:00 AM,Not fulfilled,28.8
O681,C5,R23,Cinnamon Rolls,7/14/2025,1:42:00 AM,completed,24.9
O682,C6,R24,Cinnamon Rolls,8/7/2025,3:10:00 AM,Not fulfilled,32.6
O683,C7,R25,Cinnamon Rolls,7/9/2025,6:13:00 PM,completed,39.6
O684,C8,R15,Cinnamon Rolls,3/22/2026,8:42:00 AM,completed,13.5
O685,C9,R16,Cinnamon Rolls,1/27/2026,6:14:00 AM,completed,23.1
O686,C10,R17,Cinnamon Rolls,2/22/2026,12:59:00 PM,completed,35.7
O687,C11,R18,Cinnamon Rolls,11/27/2025,10:13:00 PM,Not fulfilled,46.6
O688,C12,R19,Cinnamon Rolls,12/21/2025,7:42:00 PM,Not fulfilled,16.1
O689,C13,R20,Cinnamon Rolls,8/3/2025,9:52:00 PM,completed,6.9
O690,C14,R21,Cinnamon Rolls,3/30/2026,5:58:00 AM,Not fulfilled,49.1
O691,C15,R22,Cinnamon Rolls,4/8/2026,11:12:00 PM,completed,48.3
O692,C16,R23,Cinnamon Rolls,8/22/2025,9:42:00 PM,completed,28.5
O693,C17,R24,Cinnamon Rolls,8/26/2025,12:07:00 AM,Not fulfilled,49.6
O694,C18,R25,Cinnamon Rolls,12/24/2025,7:20:00 PM,Not fulfilled,22
O695,C19,R15,Cinnamon Rolls,7/9/2025,5:34:00 PM,Not fulfilled,5.3
O696,C20,R16,Cinnamon Rolls,3/1/2026,8:06:00 PM,completed,42.5
O697,C1,R17,Cinnamon Rolls,6/19/2025,6:48:00 PM,completed,9.6
O698,C2,R18,Cinnamon Rolls,8/7/2025,6:27:00 PM,Not fulfilled,39.4
O699,C3,R19,Cinnamon Rolls,10/25/2025,1:58:00 AM,completed,30.2
O700,C4,R20,Cinnamon Rolls,6/3/2025,2:09:00 PM,Not fulfilled,12.7
O701,C5,R21,Cinnamon Rolls,10/15/2025,12:43:00 AM,completed,10.2
O702,C5,R22,Cinnamon Rolls,1/4/2026,5:31:00 PM,Not fulfilled,34.3
O703,C6,R23,Cinnamon Rolls,10/5/2025,1:33:00 AM,completed,45.7
O704,C7,R24,Cinnamon Rolls,11/8/2025,1:11:00 PM,Not fulfilled,34.6
O705,C8,R25,Cinnamon Rolls,8/13/2025,12:18:00 PM,Not fulfilled,39.8
O706,C9,R16,Cinnamon Rolls,1/11/2026,2:09:00 AM,completed,18.4
O707,C10,R17,Cinnamon Rolls,1/1/2026,2:30:00 AM,Not fulfilled,29.4
O708,C11,R18,Cinnamon Rolls,12/12/2025,3:04:00 AM,completed,9.5
O709,C12,R19,Cinnamon Rolls,9/17/2025,11:27:00 AM,Not fulfilled,44.4
O710,C13,R20,Cinnamon Rolls,1/24/2026,1:48:00 AM,Not fulfilled,20.4
O711,C14,R21,Cinnamon Rolls,12/24/2025,7:15:00 PM,completed,16.3
O712,C15,R22,Cinnamon Rolls,1/16/2026,2:20:00 PM,completed,25.2
O713,C16,R23,Cinnamon Rolls,10/18/2025,7:24:00 PM,completed,41.7
O714,C17,R24,Cinnamon Rolls,4/2/2026,2:41:00 PM,Not fulfilled,15.1
O715,C18,R25,Cinnamon Rolls,11/19/2025,12:29:00 AM,completed,49.4
O716,C19,R15,Cinnamon Rolls,5/17/2026,12:31:00 AM,Not fulfilled,25.6
O717,C20,R16,Cinnamon Rolls,12/13/2025,3:39:00 AM,completed,27.1
O718,C5,R17,Cinnamon Rolls,8/19/2025,9:36:00 PM,completed,18.4
O719,C6,R18,Cinnamon Rolls,4/7/2026,1:04:00 AM,completed,15
O720,C7,R19,Cinnamon Rolls,2/20/2026,7:41:00 AM,Not fulfilled,17.1
O721,C8,R20,Cinnamon Rolls,5/19/2026,3:55:00 PM,Not fulfilled,46
O722,C9,R21,Cinnamon Rolls,12/21/2025,5:12:00 AM,completed,48.9
O723,C10,R22,Cinnamon Rolls,9/9/2025,5:06:00 PM,Not fulfilled,47.3
O724,C11,R23,Cinnamon Rolls,2/23/2026,3:29:00 AM,Not fulfilled,33.2
O725,C12,R24,Cinnamon Rolls,5/9/2026,5:40:00 PM,completed,6
O726,C13,R25,Cinnamon Rolls,12/23/2025,11:39:00 PM,completed,40.5
O727,C14,R15,Cinnamon Rolls,12/23/2025,8:07:00 PM,Not fulfilled,44.7
O728,C15,R16,Cinnamon Rolls,3/26/2026,5:28:00 PM,Not fulfilled,17.5
O729,C19,R17,Cinnamon Rolls,8/28/2025,8:42:00 AM,Not fulfilled,49.3
O730,C20,R18,Cinnamon Rolls,7/10/2025,11:47:00 AM,Not fulfilled,32.6
O731,C5,R19,Cinnamon Rolls,2/7/2026,1:12:00 AM,Not fulfilled,37.8
O732,C6,R20,Cinnamon Rolls,4/2/2026,7:32:00 AM,completed,18.4
O733,C7,R21,Cinnamon Rolls,9/26/2025,4:38:00 PM,completed,12.1
O734,C8,R22,Cinnamon Rolls,5/27/2026,2:30:00 PM,completed,7.9
O735,C9,R23,Cinnamon Rolls,7/24/2025,6:36:00 AM,completed,6.6
O736,C10,R24,Cinnamon Rolls,5/28/2026,1:26:00 AM,Not fulfilled,47.6
O737,C11,R25,Cinnamon Rolls,10/10/2025,7:37:00 PM,completed,23.5
O738,C12,R15,Cinnamon Rolls,3/7/2026,4:09:00 PM,Not fulfilled,48
O739,C13,R16,Cinnamon Rolls,2/15/2026,11:39:00 AM,completed,37.3
O740,C14,R17,Cinnamon Rolls,12/27/2025,9:35:00 PM,Not fulfilled,15.8
O741,C15,R18,Cinnamon Rolls,8/2/2025,8:07:00 AM,completed,37.8
O742,C16,R19,Cinnamon Rolls,11/22/2025,3:33:00 PM,completed,11.2
O743,C17,R20,Cinnamon Rolls,12/26/2025,2:32:00 AM,completed,48.9
O744,C18,R21,Cinnamon Rolls,10/1/2025,1:52:00 AM,completed,34.4
O745,C19,R22,Cinnamon Rolls,5/4/2026,4:31:00 AM,completed,23.6
O746,C20,R23,Cinnamon Rolls,2/4/2026,6:38:00 PM,completed,7.8
O747,C1,R24,Cinnamon Rolls,9/20/2025,12:59:00 AM,Not fulfilled,45.6
O748,C2,R25,Cinnamon Rolls,3/25/2026,1:38:00 AM,completed,18.6
O749,C3,R15,Cinnamon Rolls,5/27/2026,7:22:00 AM,completed,17.4
O750,C1,R16,Cinnamon Rolls,4/22/2026,12:32:00 AM,Not fulfilled,12.9
O751,C2,R17,Cinnamon Rolls,2/25/2026,9:39:00 PM,Not fulfilled,9.5
O752,C3,R18,Cinnamon Rolls,7/22/2025,1:15:00 PM,completed,26.8
O753,C4,R19,Cinnamon Rolls,9/16/2025,8:01:00 AM,Not fulfilled,20
O754,C5,R20,Cinnamon Rolls,2/4/2026,10:52:00 PM,Not fulfilled,23.8
O755,C6,R21,Cinnamon Rolls,9/27/2025,11:00:00 AM,Not fulfilled,39.3
O756,C7,R22,Cinnamon Rolls,11/10/2025,9:28:00 PM,completed,9.1
O757,C8,R23,Cinnamon Rolls,9/16/2025,5:04:00 PM,completed,38.2
O758,C9,R24,Cinnamon Rolls,6/27/2025,11:15:00 PM,Not fulfilled,14.8
O759,C10,R25,Cinnamon Rolls,8/5/2025,12:53:00 AM,Not fulfilled,44.4
O760,C11,R15,Cinnamon Rolls,4/5/2026,1:30:00 PM,Not fulfilled,8.9
O761,C12,R16,Cinnamon Rolls,5/21/2026,1:46:00 AM,Not fulfilled,10.7
O762,C13,R17,Cinnamon Rolls,10/11/2025,9:39:00 AM,Not fulfilled,5.5
O763,C14,R18,Cinnamon Rolls,10/21/2025,4:07:00 AM,completed,35.9
O764,C15,R19,Cinnamon Rolls,12/9/2025,5:27:00 PM,completed,39.3
O765,C16,R20,Cinnamon Rolls,3/5/2026,12:50:00 PM,Not fulfilled,42.6
O766,C17,R21,Cinnamon Rolls,5/27/2026,8:24:00 AM,Not fulfilled,36.2
O767,C18,R22,Cinnamon Rolls,1/16/2026,3:44:00 AM,completed,38.1
O768,C19,R23,Cinnamon Rolls,8/21/2025,7:34:00 AM,completed,17.2
O769,C20,R24,Cinnamon Rolls,1/20/2026,5:08:00 AM,Not fulfilled,46.4
O770,C1,R25,Cinnamon Rolls,11/18/2025,6:53:00 AM,completed,41.8
O771,C2,R16,Cinnamon Rolls,8/15/2025,4:29:00 AM,completed,5.5
O772,C3,R17,Cinnamon Rolls,4/30/2026,9:05:00 PM,Not fulfilled,29.3
O773,C4,R18,Cinnamon Rolls,6/30/2025,12:27:00 AM,Not fulfilled,35.6
O774,C5,R19,Cinnamon Rolls,11/10/2025,4:45:00 AM,Not fulfilled,38.2
O775,C6,R20,Cinnamon Rolls,5/23/2026,5:02:00 PM,completed,34.1
O776,C7,R21,Cinnamon Rolls,7/11/2025,9:59:00 AM,Not fulfilled,7.3
O777,C8,R22,Cinnamon Rolls,10/12/2025,9:05:00 AM,completed,36
O778,C9,R23,Cinnamon Rolls,5/14/2026,5:54:00 AM,Not fulfilled,31.8
O779,C10,R24,Cinnamon Rolls,6/8/2025,9:59:00 AM,completed,16.5
O780,C11,R25,Cinnamon Rolls,8/17/2025,12:16:00 AM,Not fulfilled,40.8
O781,C12,R15,Cinnamon Rolls,3/27/2026,8:34:00 AM,Not fulfilled,28
O782,C13,R16,Cinnamon Rolls,3/8/2026,9:48:00 AM,Not fulfilled,10.5
O783,C14,R17,Cinnamon Rolls,6/27/2025,5:17:00 PM,Not fulfilled,42.3
O784,C15,R18,Cinnamon Rolls,8/14/2025,5:59:00 AM,completed,36.8
O785,C16,R19,Cinnamon Rolls,4/13/2026,7:38:00 PM,completed,13.8
O786,C17,R20,Cinnamon Rolls,4/3/2026,9:19:00 AM,completed,35.8
O787,C18,R21,Cinnamon Rolls,11/8/2025,8:57:00 PM,completed,13.9
O788,C19,R22,Cinnamon Rolls,9/4/2025,12:26:00 AM,completed,36.3
O789,C20,R23,Cinnamon Rolls,11/15/2025,7:35:00 PM,Not fulfilled,5
O790,C5,R24,Cinnamon Rolls,1/28/2026,12:27:00 AM,Not fulfilled,23.5
O791,C6,R25,Cinnamon Rolls,9/19/2025,7:17:00 AM,Not fulfilled,25.6
O792,C7,R15,Cinnamon Rolls,8/17/2025,9:39:00 PM,Not fulfilled,29.7
O793,C8,R16,Cinnamon Rolls,2/13/2026,6:03:00 AM,Not fulfilled,50
O794,C9,R17,Cinnamon Rolls,10/25/2025,6:44:00 AM,completed,45.5
O795,C10,R18,Cinnamon Rolls,9/3/2025,2:42:00 AM,Not fulfilled,49.9
O796,C11,R19,Cinnamon Rolls,7/23/2025,7:26:00 PM,Not fulfilled,7.3
O797,C12,R20,Cinnamon Rolls,2/10/2026,2:36:00 PM,Not fulfilled,37.5
O798,C13,R21,Cinnamon Rolls,6/4/2025,10:57:00 AM,Not fulfilled,14.4
O799,C14,R22,Cinnamon Rolls,12/24/2025,3:46:00 PM,completed,13.7
O800,C15,R23,Cinnamon Rolls,7/3/2025,4:35:00 AM,completed,46.4
O801,C16,R24,Cinnamon Rolls,10/24/2025,8:15:00 AM,completed,11.4
O802,C17,R25,Cinnamon Rolls,12/8/2025,10:53:00 PM,completed,31.9
O803,C18,R15,Cinnamon Rolls,12/20/2025,5:13:00 AM,completed,12.6
O804,C19,R16,Cinnamon Rolls,10/9/2025,7:39:00 PM,Not fulfilled,18.9
O805,C20,R17,Cinnamon Rolls,7/9/2025,4:56:00 PM,Not fulfilled,15.5
O806,C1,R18,Cinnamon Rolls,6/17/2025,4:16:00 PM,Not fulfilled,16.7
O807,C2,R19,Cinnamon Rolls,10/12/2025,4:45:00 AM,Not fulfilled,34.1
O808,C3,R20,Cinnamon Rolls,5/13/2026,2:51:00 AM,Not fulfilled,12.6
O809,C4,R21,Cinnamon Rolls,10/20/2025,9:58:00 PM,completed,38.7
O810,C5,R22,Cinnamon Rolls,10/20/2025,8:09:00 PM,completed,47.9
O811,C5,R23,Cinnamon Rolls,12/28/2025,2:34:00 AM,completed,28.6
O812,C6,R24,Cinnamon Rolls,11/13/2025,11:41:00 AM,Not fulfilled,16.8
O813,C7,R25,Cinnamon Rolls,12/7/2025,3:16:00 PM,completed,16.7
O814,C8,R15,Cinnamon Rolls,6/27/2025,1:13:00 AM,completed,31.3
O815,C9,R16,Cinnamon Rolls,12/21/2025,8:11:00 PM,completed,18.9
O816,C10,R17,Cinnamon Rolls,3/7/2026,7:43:00 AM,completed,19.5
O817,C11,R18,Cinnamon Rolls,7/28/2025,3:55:00 AM,completed,33.9
O818,C12,R19,Cinnamon Rolls,11/20/2025,12:37:00 PM,completed,47.2
O819,C13,R20,Cinnamon Rolls,2/20/2026,6:38:00 PM,Not fulfilled,42.2
O820,C14,R21,Cinnamon Rolls,10/21/2025,5:21:00 AM,completed,37.6
O821,C15,R22,Cinnamon Rolls,7/31/2025,2:27:00 PM,completed,34.5
O822,C16,R23,Cinnamon Rolls,8/13/2025,4:59:00 AM,completed,19
O823,C17,R24,Cinnamon Rolls,9/8/2025,5:04:00 PM,Not fulfilled,36.1
O824,C18,R25,Cinnamon Rolls,3/20/2026,3:46:00 PM,completed,14.9
O825,C19,R15,Cinnamon Rolls,4/14/2026,3:46:00 AM,completed,44.9
O826,C20,R16,Cinnamon Rolls,10/15/2025,4:12:00 PM,Not fulfilled,27.6
O827,C5,R17,Cinnamon Rolls,11/22/2025,4:00:00 PM,completed,36.6
O828,C6,R18,Cinnamon Rolls,12/13/2025,8:58:00 PM,Not fulfilled,25.4
O829,C7,R19,Cinnamon Rolls,2/5/2026,8:25:00 PM,completed,37.4
O830,C8,R20,Cinnamon Rolls,2/19/2026,4:18:00 AM,completed,39.2
O831,C9,R21,Cinnamon Rolls,5/26/2026,5:07:00 PM,completed,45.6
O832,C10,R22,Cinnamon Rolls,3/23/2026,6:12:00 AM,Not fulfilled,41.7
O833,C11,R23,Cinnamon Rolls,8/19/2025,2:21:00 AM,completed,17.3
O834,C12,R24,Cinnamon Rolls,11/13/2025,10:08:00 PM,completed,9.8
O835,C13,R25,Cinnamon Rolls,8/9/2025,11:01:00 PM,completed,7.4
O836,C14,R16,Cinnamon Rolls,8/1/2025,5:59:00 AM,Not fulfilled,42
O837,C15,R17,Cinnamon Rolls,11/18/2025,5:45:00 AM,completed,32.2
O838,C19,R18,Cinnamon Rolls,3/7/2026,9:28:00 AM,Not fulfilled,21.7
O839,C20,R19,Cinnamon Rolls,1/12/2026,2:42:00 AM,completed,31.9
O840,C5,R20,Cinnamon Rolls,11/12/2025,9:23:00 PM,Not fulfilled,29.2
O841,C6,R21,Cinnamon Rolls,11/2/2025,3:17:00 AM,completed,44
O842,C7,R22,Cinnamon Rolls,1/11/2026,1:57:00 PM,completed,12.7
O843,C8,R23,Cinnamon Rolls,5/19/2026,4:44:00 PM,Not fulfilled,38.6
O844,C9,R24,Cinnamon Rolls,10/23/2025,5:43:00 AM,Not fulfilled,9.9
O845,C10,R25,Cinnamon Rolls,11/11/2025,11:47:00 PM,Not fulfilled,28.7
O846,C11,R15,Cinnamon Rolls,7/26/2025,8:04:00 AM,Not fulfilled,43.6
O847,C12,R16,Cinnamon Rolls,4/16/2026,8:21:00 AM,completed,24.6
O848,C13,R17,Cinnamon Rolls,8/6/2025,10:04:00 PM,Not fulfilled,17.5
O849,C14,R18,Cinnamon Rolls,7/7/2025,8:57:00 PM,completed,14.3
O850,C15,R19,Cinnamon Rolls,12/24/2025,11:33:00 AM,completed,5
O851,C16,R20,Cinnamon Rolls,6/8/2025,12:26:00 PM,completed,30.9
O852,C17,R21,Cinnamon Rolls,8/1/2025,4:36:00 AM,completed,13.6
O853,C18,R22,Cinnamon Rolls,12/15/2025,11:17:00 AM,completed,34.3
O854,C19,R23,Cinnamon Rolls,7/25/2025,1:05:00 PM,completed,21.4
O855,C20,R24,Cinnamon Rolls,4/14/2026,11:48:00 PM,Not fulfilled,32.1
O856,C1,R25,Cinnamon Rolls,4/23/2026,9:05:00 AM,completed,13.3
O857,C2,R15,Cinnamon Rolls,9/14/2025,5:09:00 PM,Not fulfilled,31.6
O858,C3,R16,Cinnamon Rolls,12/26/2025,12:21:00 AM,completed,33.5
O859,C1,R17,Cinnamon Rolls,7/7/2025,10:24:00 AM,completed,17.6
O860,C2,R18,Cinnamon Rolls,6/12/2025,9:01:00 AM,Not fulfilled,29.7
O861,C3,R19,Cinnamon Rolls,4/26/2026,3:55:00 AM,Not fulfilled,27.7
O862,C4,R20,Cinnamon Rolls,4/2/2026,11:40:00 PM,completed,26.9
O863,C5,R21,Cinnamon Rolls,1/7/2026,3:07:00 AM,Not fulfilled,14.6
O864,C6,R22,Cinnamon Rolls,12/2/2025,2:16:00 PM,Not fulfilled,9.7
O865,C7,R23,Cinnamon Rolls,2/10/2026,2:51:00 AM,Not fulfilled,24.5
O866,C8,R24,Cinnamon Rolls,12/31/2025,4:17:00 AM,Not fulfilled,7.9
O867,C9,R25,Cinnamon Rolls,4/19/2026,9:15:00 AM,completed,36.3
O868,C10,R15,Cinnamon Rolls,9/24/2025,10:05:00 PM,completed,47.1
O869,C11,R16,Cinnamon Rolls,7/9/2025,3:03:00 PM,completed,34.1
O870,C12,R17,Cinnamon Rolls,9/27/2025,5:27:00 PM,completed,42.7
O871,C13,R18,Cinnamon Rolls,7/3/2025,7:03:00 PM,Not fulfilled,43
O872,C14,R19,Cinnamon Rolls,4/27/2026,4:43:00 AM,completed,31.2
O873,C15,R20,Cinnamon Rolls,8/21/2025,5:32:00 AM,Not fulfilled,48.9
O874,C16,R21,Cinnamon Rolls,8/4/2025,9:16:00 AM,Not fulfilled,26.2
O875,C17,R22,"Lamb - Shoulder, Boneless",6/30/2025,12:21:00 PM,completed,27
O876,C18,R23,Coffee Swiss Choc Almond,7/14/2025,8:09:00 PM,completed,44.3
O877,C19,R24,Coffee Swiss Choc Almond,4/10/2026,8:49:00 PM,completed,5.7
O878,C20,R25,Coffee Swiss Choc Almond,12/8/2025,5:04:00 AM,completed,31.1
O879,C1,R15,Coffee Swiss Choc Almond,5/23/2026,7:04:00 AM,completed,20.8
O880,C2,R16,Coffee Swiss Choc Almond,1/8/2026,12:40:00 PM,Not fulfilled,39.3
O881,C3,R17,Coffee Swiss Choc Almond,9/23/2025,1:52:00 PM,completed,9.6
O882,C4,R18,Coffee Swiss Choc Almond,3/21/2026,1:34:00 AM,completed,46.6
O883,C5,R19,Coffee Swiss Choc Almond,3/26/2026,1:36:00 AM,completed,25.8
O884,C6,R20,Coffee Swiss Choc Almond,10/6/2025,12:29:00 PM,Not fulfilled,14.8
O885,C7,R21,Coffee Swiss Choc Almond,2/11/2026,4:35:00 AM,Not fulfilled,20.1
O886,C8,R22,Coffee Swiss Choc Almond,10/19/2025,4:29:00 AM,Not fulfilled,32
O887,C9,R23,Coffee Swiss Choc Almond,5/17/2026,9:01:00 PM,Not fulfilled,13.1
O888,C10,R24,Coffee Swiss Choc Almond,6/24/2025,10:47:00 PM,Not fulfilled,43.4
O889,C11,R25,Coffee Swiss Choc Almond,8/17/2025,8:39:00 PM,Not fulfilled,8.5
O890,C12,R15,Coffee Swiss Choc Almond,1/23/2026,10:56:00 AM,completed,45.2
O891,C13,R16,Coffee Swiss Choc Almond,5/29/2026,7:41:00 PM,completed,22
O892,C14,R17,Coffee Swiss Choc Almond,1/7/2026,11:37:00 PM,completed,5
O893,C15,R18,Coffee Swiss Choc Almond,6/26/2025,1:36:00 AM,Not fulfilled,29.3
O894,C16,R19,Coffee Swiss Choc Almond,7/22/2025,5:08:00 AM,completed,22.3
O895,C17,R20,Coffee Swiss Choc Almond,12/9/2025,9:49:00 PM,Not fulfilled,34.6
O896,C18,R21,Coffee Swiss Choc Almond,10/22/2025,5:29:00 AM,completed,25.3
O897,C19,R22,Coffee Swiss Choc Almond,6/2/2025,11:26:00 PM,completed,25.8
O898,C20,R23,Coffee Swiss Choc Almond,3/3/2026,12:16:00 AM,Not fulfilled,11.8
O899,C5,R24,Coffee Swiss Choc Almond,10/25/2025,12:08:00 AM,Not fulfilled,30.7
O900,C6,R25,Coffee Swiss Choc Almond,1/27/2026,9:26:00 AM,Not fulfilled,34.1
O901,C7,R16,Coffee Swiss Choc Almond,2/16/2026,8:15:00 AM,completed,41.6
O902,C8,R17,Coffee Swiss Choc Almond,7/25/2025,2:56:00 AM,completed,24.9
O903,C9,R18,Coffee Swiss Choc Almond,6/17/2025,4:29:00 AM,Not fulfilled,39.2
O904,C10,R19,Coffee Swiss Choc Almond,12/6/2025,5:06:00 AM,completed,38.4
O905,C11,R20,Coffee Swiss Choc Almond,12/19/2025,11:32:00 PM,completed,49.6
O906,C12,R21,Coffee Swiss Choc Almond,9/28/2025,3:29:00 PM,completed,9.8
O907,C13,R22,Coffee Swiss Choc Almond,4/14/2026,7:52:00 AM,Not fulfilled,25.4
O908,C14,R23,Coffee Swiss Choc Almond,2/24/2026,6:10:00 AM,Not fulfilled,32.4
O909,C15,R24,Coffee Swiss Choc Almond,9/7/2025,3:48:00 PM,Not fulfilled,22.4
O910,C16,R25,Coffee Swiss Choc Almond,8/6/2025,9:26:00 PM,Not fulfilled,43.9
O911,C17,R15,Coffee Swiss Choc Almond,8/26/2025,4:47:00 AM,Not fulfilled,47.2
O912,C18,R16,Coffee Swiss Choc Almond,6/20/2025,5:54:00 AM,completed,18.3
O913,C19,R17,Coffee Swiss Choc Almond,10/30/2025,7:49:00 PM,Not fulfilled,40.4
O914,C20,R18,Coffee Swiss Choc Almond,1/10/2026,12:14:00 AM,Not fulfilled,16.5
O915,C1,R19,Coffee Swiss Choc Almond,7/29/2025,1:33:00 PM,completed,23.8
O916,C2,R20,Coffee Swiss Choc Almond,6/4/2025,3:08:00 AM,Not fulfilled,10.1
O917,C3,R21,Coffee Swiss Choc Almond,2/28/2026,2:20:00 PM,Not fulfilled,45.7
O918,C4,R22,Coffee Swiss Choc Almond,2/19/2026,12:48:00 AM,completed,6
O919,C5,R23,Coffee Swiss Choc Almond,10/10/2025,2:28:00 AM,Not fulfilled,48.1
O920,C5,R24,Coffee Swiss Choc Almond,12/29/2025,6:20:00 AM,Not fulfilled,27.5
O921,C6,R25,Coffee Swiss Choc Almond,12/20/2025,3:19:00 AM,Not fulfilled,42.5
O922,C7,R15,Coffee Swiss Choc Almond,7/26/2025,7:01:00 PM,Not fulfilled,30.1
O923,C8,R16,Dikon,7/16/2025,2:58:00 PM,Not fulfilled,19.7
O924,C9,R17,Dikon,12/23/2025,9:15:00 AM,Not fulfilled,26.7
O925,C10,R18,Dikon,3/11/2026,7:59:00 PM,completed,43.3
O926,C11,R19,Dikon,9/25/2025,9:00:00 PM,completed,8.7
O927,C12,R20,Dikon,6/16/2025,2:11:00 PM,Not fulfilled,42.8
O928,C13,R21,Dikon,10/9/2025,11:12:00 PM,completed,16
O929,C14,R22,Dikon,1/25/2026,5:46:00 AM,Not fulfilled,9.7
O930,C15,R23,Dikon,4/21/2026,12:57:00 AM,Not fulfilled,9.9
O931,C16,R24,Dikon,9/20/2025,10:06:00 AM,completed,48.5
O932,C17,R25,Dikon,7/2/2025,2:32:00 AM,completed,44.9
O933,C18,R15,Dikon,8/14/2025,7:10:00 PM,Not fulfilled,23.1
O934,C19,R16,Dikon,6/24/2025,9:27:00 AM,Not fulfilled,22
O935,C20,R17,Dikon,7/7/2025,3:37:00 AM,Not fulfilled,48.1
O936,C5,R18,Dikon,8/13/2025,7:12:00 AM,completed,33.9
O937,C6,R19,Coffee Swiss Choc Almond,9/25/2025,10:57:00 AM,Not fulfilled,10.5
O938,C7,R20,Coffee Swiss Choc Almond,6/19/2025,11:44:00 AM,Not fulfilled,29.6
